text,label,origin,new_label
"Bào ngư nuôi giống như hàu là nuôi thả trên bè, chúng tự lọc nước biển lấy thức ăn chứ làm gì có chuyện cho ăn thức ăn công nghiệp. Bào ngư Hàn Quốc và Trung Quốc đều có quy trình nuôi như nhau, con giống như nhau, có chăng khác là khác về môi trường nước nuôi chúng thôi. Bào ngư tự nhiên giờ chỉ có bào ngư Úc là nhiều thôi, còn size nhỏ hầu hết là đều được nuôi thương phẩm cả rồi.",0,victsd,0
Nguyễn Đức Tiến vui tí cx có chết ai đâu 😐😐😐,0,vihsd,0
Tui cực sợ rắn nhưng khi xem clip này tui lại cực mắc cười xD,0,victsd,0
"Tôi coi phim do John Wich đóng hấp dẫn ngay phút đầu vì kịch tính, nhân vật luôn hành động, cảnh quay thay đổi chứ không phải nghe phim",0,victsd,0
Tôi phản đối cho học sinh đem theo điện thoại vào trương học,0,victsd,0
Dương Lê haha để con ib nói sp nghe,0,victsd,0
['Quô co ́ ́ ̉ c thê đâu ̀ ma nhu ̣ c.'],2,gen-vihsd,1
Mua xe đạp đi bạn. Ko hề tốn xăng luôn,0,victsd,0
"Có ai tự nhiên lên phường , rồi đi tự tử trên ấy không ? Giờ thằng nào con nào , muốn tự tự thì cứ việc lên phường cho nó gọn . Đỡ bị mất tài sản , với lại người nhà cũng dễ tìm nhá . chứ đừng có ra cầu rồi nhảy nghe hôn .",1,vihsd,1
Đức Thịnh a buồn trên nỗi đau người khác 😌,0,victsd,0
Vân Giang hehe. Trùm khẩu trang chụp nghe,0,vihsd,0
['Nhiên tự quyên để góp tiền xem 2 cử ứng viên võ đấu mồm.'],1,gen-victsd,1
Độ Hulk !🤣😂,0,victsd,0
Năm nay em chưa đóng học phí ..,0,vihsd,0
Cực kì thuyết phục 🤣,0,vihsd,0
"đừg đùa mấy cha CA mập mập :)), cỡ mấy thằg óc chó lập page này thì nó đập cho bố mẹ nhận ko ra nhé",2,vihsd,1
Vl anh ơi 🤣,1,vihsd,1
Phạm Xuân Huy không có ý gì nhưng cái nào nhìn cũng trẩu vl 😆😂,1,vihsd,1
Du học sinh úc đấy 😂😂,0,vihsd,0
Ông xã chị còn vui hơn nữa,0,victsd,0
Chị oi ! ai cũng muốn mình đẹp mà khổ nổi ko có tiền,0,vihsd,0
Gặp lol xỉu 3 ngày,0,vihsd,0
Minh mẫn vcl,1,vihsd,1
Chó vàng đéo cắn để rồi thành cầu 2 chiều à :v đm cái gì đúng cái gì sai phải biết chớ .,2,vihsd,1
Cái quan trọng là người cực giàu ở mỹ chỉ được chưa tới 100 người thì số phiếu của họ chả ảnh hưởng gì.,0,victsd,0
Moi tới lỗ mũi mà không hung dữ sao được,1,vihsd,1
"['TÂM THẦN CÓ THẦN LINH HƯỚNG DẪN, DÁM LÀM. CHẾT NHÁT THÌ LÀM CHÓ ĐI, LÀM NÔ LỆ ĐI. ÔNG TRỜI ĐANG RÂY, LỰA LỘC AI LÀ CON ÔNG TRỜI TÀI ĐỨC VĂN VÕ TỪ BI ÁI BÁC RA LẢNH ĐẠO QUỐC GIA. ĐƯỢC AI LÀM? TÔI ANH VÀ HÃY CHỊ. ĐỘNG HANH. TOÀN NGƯỜI NHÌN VN CHON LỰA ĐỦ TIÊU RA CHUẨN LÀM TỔNG THỐNG THAY CHẾ ĐỔI ĐỘ CSVN.']",2,gen-vihsd,1
"Ủa chị xài cái gì vậy chị,chị có cái miệng ko chứ chị có đéo gì mà ở gần kho đạn vậy",2,vihsd,1
['Dã bọn man! ta người chạy đã bỏ rồi còn truy cùng giết! tận A di phật đà'],1,gen-victsd,1
Ok đấy sếp ạ,0,vihsd,0
"t ko tìm đc nội dung chỉ thị này nên ko khẳng định chắc đc. nhưng vì chỉ thị 15 này là nhằm bảo vệ đảng nên điều này có thể đúng. Theo như số liệu của Tổ chức Minh bạch Quốc tế (TI) thì Chỉ số Cảm nhận Tham nhũng (CPI) 2015 của Việt Nam đạt 31/100 điểm, đứng thứ 112/168 trên bảng xếp hạng toàn cầu - 1 con số khá tệ, cho thấy tỉ lệ tham nhũng ở Việt Nam thuộc top cao trên thế giới",0,vihsd,0
Ở diễn đàn khác,0,vihsd,0
"""Bia Saigon bị làm 'nhái' như thế nào?"". Câu trả lời tại cơ quan kiểm tra đăng ký quyền sở hữu sản phẩm, tại sao họ cho phép cty thành lập sx lưu hành khi biết sản phẩm là hàng nhái thương hiệu lẫn hình thức của Bia Sài Gòn chính hãng? (Chắc chắn 100%, vì đây là luật pháp qui định). Chính hãng có quy định khởi kiện và mời C.A (Bộ) vào cuộc điều tra, nếu không nó sẽ tiếp tục gây ra hậu quả lâu dài vì hàng loạt hàng nhái giả ra đời, sẽ đánh mất uy tín ngành kd thương mại chính hãng tại Việt Nam, sẽ không kêu gọi được sự đầu tư để phát triển nền kinh tế Việt Nam.",0,victsd,0
Đố anh em ngủ ngon muahahahaha,0,vihsd,0
"Khi lời nói tỏ ra không còn hiệu lực thì quả đấm ra đời, khi quả đấm tỏ ra không nguy hiểm thì rút dao đâm liền.",1,victsd,1
nếu mà random 50 người trong số fan cứng thì a có thể kí tên lên 50 cái cốc đó đc ko ạ. e thấy như vậy ý nghĩa và có tính sưu tầm hơn ạ,0,vihsd,0
Anh già rồi chứ nếu thời trẻ thì dăm ba người thái tuổi gì,0,vihsd,0
Sô bít càng ngày càng xàm cái giống gì cũng lên sóng,2,vihsd,1
Bùi Thanh Thư luôn cho nóng😂,0,vihsd,0
Các bạn cứ chê giáo viên.lỡ ông này rút dao ra đâm ai lo gia đình các cô? Ngoài đường đầy người như thế sao không nói nhỉ!? Không lẽ giáo viên là phải hi sinh tất cả,0,victsd,0
Ổn quá thầy,0,vihsd,0
Đánh chết mẹ nó đi chị để nó mất dạy quá,1,vihsd,1
Chi ba giao qua.chi ba dang o my ha chi ba.,0,vihsd,0
Cầu mong mọi người bình an!,0,victsd,0
Tp.hcm thực hiện lời hứa với bộ chính trị: Ta đánh Ta,2,vihsd,1
Theo em nghĩ mỗi góc anh phải treo thêm 1 quả chanh nó mới sợ,0,vihsd,0
Siu phẩm hả abe 🤔🤔🤔,0,vihsd,0
ZOT 3RB => bagà,0,vihsd,0
Đồ bất nhân ,1,victsd,1
['Bú hơi nay nhiều'],1,gen-vihsd,1
['Hiếu minh ơi với may cũng nó một xạo thứ lồn xàm lồn'],2,gen-vihsd,1
@Hoàng Phúc Lê bik đâu bạn chưa gặp nên chưa bik,0,vihsd,0
Vì tương lai em không đeo khâu trang,0,vihsd,0
"Kệ đi ,sống chết có số",0,vihsd,0
Ý thức như cuối đầu bài,1,vihsd,1
['Chó và rắn không đều là phải thức ăn! Nhắn đến nhủ 1 người số cái cũng gì muốn bỏ vào! miệng'],1,gen-victsd,1
Chỉ Có những người ngu lâu dốt bền mới khoe của,2,vihsd,1
Panda thai đã xem 👍,0,victsd,0
Quốc Rym làm bằng thép việt nhật .,0,vihsd,0
['chết mẹ bắn nó đi'],2,gen-vihsd,1
Lý do hôm qua G2 bị sấp mặt Và cũng là dự báo cho vòng 16 tuần sau🙃,0,vihsd,0
Xin vd,0,vihsd,0
Vl,1,vihsd,1
1 ông bố vĩ đại,0,vihsd,0
"Cám ơn BS và đó là công việc của y học hiện đại, của BS.",0,victsd,0
Đơn giản là tam giác đó không nằm ở hệ qui chiếu trái đất...khi đứng trên trái đất quan sát tam giác từ khoảng cách xa vài trăm năm ánh sáng thì tam giác chỉ như hạt cát nhưng diện tích thật có thể lớn hơn thái dương hệ.,0,victsd,0
['Tin thông bữa giờ rồi mà nhiều người không biết còn ăn nữa trời'],1,gen-victsd,1
Đoàn Chinh người ngoài hành tinh hahah,0,vihsd,0
Đời vô thường lắm..sống phải tu tâm tích đức cô oi..khẩu nghiệp quá cô ơi,0,vihsd,0
Trời ơi cười chắc chết,0,vihsd,0
Cuộc sống bình dị,0,victsd,0
ói hànggg =)),1,vihsd,1
Phụng Lý mày want to eat cake tráng mix hôn one hundred million girl? 🤣,0,vihsd,0
['@ Võ Xuân làm Hoan m như có ên mặt mình m ròi xài. ên Mình mày khen nhìu nhưng ng thấy tốt đéo thì ta ng nói mất cl căng gì'],2,gen-vihsd,1
Nhạc với nhẽo . Nghe mấy bà cúng bái nói còn hay hơn =))) .,0,vihsd,0
"['Này tên quá tàn bạo, không hắn xứng đáng làm trẻ cha đứa nữa này']",1,gen-victsd,1
Hix,0,victsd,0
Tao chịu status này đó AD tụi dlv nghe nhột ko tụi bây kaka,2,victsd,1
Bọn dầy tớ chấp chi.,2,vihsd,1
"Sống như chó, nhà nhưng thích tuyên truyền.",2,vihsd,1
Paula Lưu trong khi 2 ông bà cùng thành phố. Đúng là con người mà,0,vihsd,0
chốn thiên đường toà án cũng trở thành nơi diễn hài ! chẳng có tiền nào là của nhà nước cả ! tiền là do dân đóng góp.... nhà nước chỉ phá thôi ! nhoé,2,vihsd,1
Hahahaha,0,vihsd,0
"Không sợ cr không chấp nhận , chỉ sợ nó cười vào mặt mình ý :)",0,vihsd,0
Đường đường là một đệ nhất cuốc sư Hoa kỳ và Việt nam CH mặc dù tôi đa dự trữ 100 pao gạo nhưng hàng ngày tôi vẫn ăn mỳ gói .- không phải vì tôi tiết kiệm đâu nhé vì tấc nhiêng tôi là một triệu phú ( trước đây tôi tấc nhiêng là bán rớt hay gọi là dớt cũng đc ) Tấc nhiêng tôi ăn mỳ gói để cho nó nhanh thôi và tấc nhiêng là bộ nhai của tôi tấc nhiêng hơi kém thôi...,0,vihsd,0
Game gì đây ae,0,vihsd,0
"Vừa xem chương trình giảm giá mới xong, thấy dòng soluto này giảm giá nhiều đó, giá lăn bánh bản cao nhất cũng chỉ tầm 510tr tính ra quá ngon",0,victsd,0
Dịch bệnh đánh sập nguyên ngành dịch vụ và xê dịch,0,vihsd,0
Phạm văn rạng từng bắt dính 3 quả của pele và vô địch sea game lần 1,0,vihsd,0
Ko sao mà độ mixi đây r 🤣🤷‍♀️,0,vihsd,0
['C cay vãi * * *'],1,gen-vihsd,1
Trẻ trâu nhờ like,0,vihsd,0
em cũng thế :3,0,vihsd,0
Luật pháp vn thật hài,2,vihsd,1
Mỗi lần nhìn thấy hình ảnh của bác này là thấy xúc động. Và hi vọng Việt Nam cố gắng vượt qua đợt dịch này một cách mạnh mẽ,0,vihsd,0
Ba chào cô chú,0,vihsd,0
Vào  xem chế  chửi  e lại  buồn  cười,0,vihsd,0
['Triệu S Tùng. sớm Icon cũng bị. nói kiểu Đéo hiểu gì'],1,gen-vihsd,1
tầm này năm ngoái 🙂. năm nay mh để đầu nguyên vẹn k trao cho ai hết.,0,vihsd,0
"Ô tô thì còn tranh cãi xe nhật và xe đức xe nước nào tốt, theo thống kê thì 87% người dân trên thế giới công nhận xe nhật tốt hơn. Nhưng riêng moto thì không cần phải đắn đo, moto nhật hơn hẳn moto đức.",0,victsd,0
From Hau Giang With love,0,vihsd,0
Thích nhất màu da lúc về 😋,0,vihsd,0
:)) mày biết tại sao k thằng ngu vì đứng đấy ngăn ngừa phòng chống hiệu quả nhất cái loại ngu dốt như mày nên học lại đi đã k hiểu ý người khác đã vào cmt người ta chửi cho nhục mặt lắm thân ^^ còn tao chưa nói gì là văn hoá hay k văn hoá tao đang muốn nói ý thức của các ông say rượu khi tham gia giao thông,2,vihsd,1
Trung tốc độ :)) Trung 6 dú :v,0,vihsd,0
fan cứng anh ơi,0,vihsd,0
đó là 1 tam giác có 1 góc tiềm cận 180 độ,0,victsd,0
"Hyeong Tea thôi ông im hộ mồm đi thánh nhân, đọc có vẻ như tiên nguyễn thì bảo tiên nguyễn, bắt bẻ cái gì ở đây",0,vihsd,0
sau vc ra,1,vihsd,1
LT cái biệt danh nhớ xuôys đời 😪,0,victsd,0
['E chui la chjnh xac rui e. oi e. banh nô nha. xac khoc gja. tao'],2,gen-vihsd,1
"Thời gian gần đây, học sinh đi học nhiều nguy hiểm quá! Nào là cây đổ, cổng trường sập giờ lại cả ngộ độc thực phẩm....",0,victsd,0
"xuất cai L, đm quần áo Vn toàn nhập siêu từ TQ hết 70% chứ xuất xuất clm chúng mày",2,vihsd,1
Con này nó chửi cho đã rồi lên khóc lóc xin lỗi sao như bánh tráng mặt lật dữ vậy ta,2,vihsd,1
['Đm chị bị mất tao gần 700tr. Có cmr đc ghi ăn hình nhưng trộm cũng: botay v'],1,gen-vihsd,1
"Tệ nạn ma tuý làm cho con người mất lý trí, lúc này tình yêu ma tuý hơn tình phụ tử, tội nghiệp đứa nhỏ",0,victsd,0
Nếu người ta có đăng ký kinh doanh và đăng ký tên thương hiệu thì không thể phạt người ta được phạt là người cấp phép cho thương hiệu na ná kia! Còn nếu người ta kinh doanh mà không đăng ký thì phạt,0,victsd,0
Hải bảo rùi>>Thà nghèo mà yên bình còn hơn giàu mà bất ổn.Tao buồn ỉa quá,2,vihsd,1
Maii Thu yêu lại từ đầu 🙂,0,vihsd,0
Con bóng đũy ăn cứt,2,vihsd,1
Quá nguy hiểm.cần thắt chặt lại quy trình quy định mở thẻ tín dụng và thủ tục cho vay.,0,victsd,0
Mua giày sốp pe để đc giá mềm nhé:)),0,vihsd,0
sao em chưa được fan cứng nhỉ =((,0,vihsd,0
Yêu các kỹ sư Hust,0,victsd,0
Đây có lẻ là của năm 2021,0,vihsd,0
I lớp du chu cà mo 😗,0,vihsd,0
Đề nghị sống chậm,0,vihsd,0
QuânAnh dogy chứ,2,victsd,1
Chị 3 vàng ngọc là số 1 e rất yêu chị 3 e tên thiện thiện 34t ở đồng tháp 0328448610,0,vihsd,0
Đúng đó đi thách thức danh hài đi,0,vihsd,0
Phạm Giang,0,vihsd,0
Đm admin ngu vcl:)) chăcs cậu đang tưởng mình hay vs nguy hiểm lắm đấy:)),2,vihsd,1
Anh Ba để Túuuu,0,vihsd,0
"Nguyễn Hoàng thì bạn nó bị cả Việt Nam chửi r, nó thấy thế phải ngoan chứ",0,vihsd,0
"['mịe cái dẹp "" hội bảo vệ người tiêu dùng đi tốn. tiền']",2,gen-vihsd,1
"Thì ở vườn hiền lành bị lừa đó bạn, Giờ cô ngộ nhận ra rồi",0,vihsd,0
Em,0,vihsd,0
Ông bẹn cũng đã mon men vào hội này rồi à :)),0,vihsd,0
Tức vl,1,victsd,1
Xin vd bn ơiii,0,vihsd,0
"Chính sách thúê quan cao để bảo hộ ngành công nghiệp non trẻ trong nước. Điều này là tốt, mỗi tội đứa trẻ công nghiệp ô tô này mãi chả chịu lớn..",0,vihsd,0
['Em đéo cao ra gặp bằng đc anh đcm'],1,gen-vihsd,1
Tết rồi.,0,vihsd,0
Cái này hả,0,vihsd,0
Sắp có Tộc Ca đến từ vị trí của bác Phúc Du làng tôi đấy mọi người :DDD,0,vihsd,0
['Đăng Ninh ke me m'],2,gen-vihsd,1
Tui cho 1 * các bạn thì sao?,0,vihsd,0
Nhìn con này thấy gê quá,2,victsd,1
Nhạc gì mà khó nghe tiếng,0,vihsd,0
Thuỳ Dung đẹp sx,0,victsd,0
QuânAnh dogy chứ,0,vihsd,0
A méo nên về nước thì mới đúng,2,vihsd,1
Thuỳ Trang Kokkai Pham :)))),0,vihsd,0
Bùi Đức Hậu không sợ nó cười vào mặt mình nà chỉ sợ bạn bè của mình nhắc tới câu chuyện mình thích nó mãi,0,vihsd,0
"Chế mình Hiếu nói chuyện duyên wá đi! Hiếu giàu wá, chứ Hiếu vừa vừa là mình tự trau thân cho Hiếu rồi..mình là đờn ông nha Hiếu ơi",0,vihsd,0
Nguyễn Vũ,0,vihsd,0
Tộc này căng đét làng này chất lừ:>,0,vihsd,0
['Cô ơi My ở lại với đi: e) kệ mẹ) lozzzz thg gà ba:) )) )'],2,gen-vihsd,1
Mn mua giày xua tan nỗi buồn đi huhuu,0,vihsd,0
Hát dỡ mà hát hoài đuỹ khùng vàbg mã,2,vihsd,1
Happy new year bộ tộc ơiiiiii,0,vihsd,0
Kim Liên nộp cv nhanh k hết chỗ =))),0,vihsd,0
Thật thương Các bé. Súc sinh chứ không phải con người.,1,victsd,1
"qua việc này anh em đừng kinh thường 1 con ruồi, dù nó đã chết nó cũng có thể làm cho 1 người đàn ông đi tù 7 năm. Sức mạnh của 1 con ruồi chết ở đâu khủng thế???",1,victsd,1
['Đờ cái mờ: (( ('],1,gen-vihsd,1
3 que có cờ ko?->,2,vihsd,1
Giọng ca thế này thì nghệ sĩ trẻ còn phải luyện lâu lắm lắm mới mong bén gót bà.,0,victsd,0
sao mọi người không ai đuổi tụi nó đi ?,0,victsd,0
Ok không,0,vihsd,0
Nguyễn Châu Gia Bảo hiểu làm gì cho mệt thấy nó ngu đến vậy thì ai đâu hiểu nổi,2,vihsd,1
dc a ơi,0,vihsd,0
Hay lắm 35 ng rồi cbi hỏng rồi đang cănng mà vẫn chưa cho các cháu thpt nghỉ,0,vihsd,0
Cô ơi cho con xin zalo với con hâm mộ cô lắm luôn,0,vihsd,0
Sao lon qua cai ba oi,2,vihsd,1
Đào phát nữa.,0,vihsd,0
anh kể cảm động quá,0,vihsd,0
"Em rất hài lòng với cuộc sống mình đang có, nhưng em không hài lòng với việc trông không đến nỗi nào mà đéo có nỗi anh ny 🙂",0,vihsd,0
Đme vẫn là vô ý thức 🙂,2,vihsd,1
Khánh Ly cmt là phải để ngkhac thả tim,0,victsd,0
Em oi ..con Linh Dai Loan no´co´nhô? lông dai´cua em chua ma em lai lên Xi`Gon`kiêm´no´con nua?..lam`nhu em co bao nhiêu vang`lây ra deo hêt´hay sao vây ???..dzom`giông vang gia?..nhin den thui`lui`ha`..nêu´la vang thiêt thi no se sang´loe`luôn ah em oi cho anh noi nghe ne..em quên cai con Linh Dai Loan di ..no´noi bon CSVN an cut´cua no nêu´ma no ngung goi tiên USD ve thôi..chu no không co noi em an cut´cua no..em co biet Miên Tây bây gio bi nuoc man va khô han khong ne ???..bon Trung Quôc no ngan dong`chây? cua sông Me Kông rôi...dân mien Tay se chet doi´het..em chui? thang Trung Quoc dum anh di em...em dzam chui? khong ne ??..anh so bn Trung công no´den nha em no nhô? sach lông dai´cua em do nha,2,vihsd,1
Tức nhiêng là tức nhiêng là không biếc,0,vihsd,0
ko vào thì lấy đâu ra vốn vay FDI cho các anh đút túi ?,0,vihsd,0
Chị đẹp quá chị ơi em,0,vihsd,0
Bú mạnh,1,vihsd,1
"Nhật Ký Yêu Nước nói vấn đề này rất chính xác vì làm cán bộ công chức trong bộ máy nhà nước mới có nhiều cách tham ô , nhũng nhiễu , hối lộ , chạy chọt và manh mún , thì mới có biệt phủ siêu xe.",2,vihsd,1
đi du lịch bạn ơi,0,vihsd,0
quan trọng là dân đéo tin vào chúng mày nữa chứ ko phải là sợ chúng mày lạm quyền trưng dụng,2,vihsd,1
Chúng nó đang bận vơ vét thanh lý đất nước này,2,victsd,1
Cha oi khau nghiep coi chung cai mieng cam bay gio,0,vihsd,0
Ủa?  Livestream được giới thiệu vào 2015 mà Trần Đoàn bảo bán online được 10 năm? Kh hiểu lắm,0,vihsd,0
"Thiết nghĩ nên cho Loa Phường thông báo cho dân biết về pate Minh Chay có chứa độc tố hoặc những trường hợp, tình huống tương tự. Đăng lên báo đài người dân vùng sâu vùng xa có thể chưa nắm bắt thông tin kịp thời .P/s: ý kiến cá nhân",0,victsd,0
['ở Việt Nam rất khó. .. vì do lý. .. (ai sẽ là đứng người lên chỉ mặt người đàn. áp. . vì do lỗi thằng đánh máy. .. thằng đọc thằng hay ký không có) tội. .. ví dụ thực tế. .. 1 nhóm người tụ kêu tập gọi hòa bình. .. ông A ký lệnh do ông B đánh chữ: tán giải nhóm ng'],2,gen-vihsd,1
Anh trung vô diện,0,vihsd,0
lên rừng trốn thì bị sốt rét 😱😱,0,vihsd,0
Đéo thấy thằng nào bị tử hình... vì các nghìn tỷ được bỏ túi đều... bọn này ăn nghìn tỷ chỗ này... bọn kia ăn nghìn tỷ chỗ khác... 1 thằng chết là chết cả lũ,1,vihsd,1
Tr ơi !hãy uống nữa đi cho một giọt nước đái nghe đắng cay trong quần,1,vihsd,1
"Hậu quả của việc khai thác nước ngầm gây sụt lún và bê tông, đô thị hóa.",1,victsd,1
Khi bạn xai trính tã nhưng cá ghén vít đún trính tã :)),0,vihsd,0
bỏ thôi a ạ,0,vihsd,0
"Đố mấy bạn ...có bao nhiêu chữ ""Đụ"" 😁😁",0,vihsd,0
Dcm nhìn thằng thẩm phán nó cười đểu kìa,1,victsd,1
Ong xao lon qua di ong oi.,2,vihsd,1
Tác hại của việc coi thường covid. Cũng là Trump mà thôi,0,victsd,0
Huhu fan cứng đm 😥😥 mừng vcl,0,vihsd,0
Cay quá b52 ơi,0,vihsd,0
ấu dâm vãi lz hèn dì cô phương linh bốc phốt =))),1,vihsd,1
Sống chậm lại :),0,vihsd,0
ở đâu có púck ở đó có tấu hài,0,vihsd,0
Thầy... vụ này sao thầy,0,vihsd,0
Chân thật sao giục 120tr cũng minh hiếu,0,vihsd,0
Em sẽ chờ súprai kênh mới của thầy... Yêu thầy :(((((((,0,vihsd,0
ầy ướt quần :<,0,vihsd,0
"""Xứng đáng"" 2 từ thôi nhưng nói lên tất cả.",0,victsd,0
Con này nó dập dá nhiều quá dầu nó não quá,2,vihsd,1
Khẩu nghiệp,0,vihsd,0
['Ruồi con bà đàn đây à:) )) ) )'],2,gen-vihsd,1
"Mua xe gì cũng được, trừ Toyota ra",0,victsd,0
khong doi mu lam j giam xe.dien,0,vihsd,0
"Bánh trung thu mục đích chính bây giờ có phải bán cho trẻ em ăn đâu, cho người lớn ""làm đẹp"" nên nó mới càng ngày càng cao cấp như thế.",0,victsd,0
"Đã từng, nhưng ko quay lại được đâu, chỉ có quay đầu đi hướng khác, nhưng quay đầu đi hướng khác mà vẫn không quên được, vẫn phải nhớ, sầu càng thêm sầu. Còn gì để thương, còn gì để nhớ, còn gì để quên!",0,victsd,0
Mày xấu như quỷ,2,vihsd,1
Hazzz,0,vihsd,0
Thú vui tao nhã,0,vihsd,0
👍,0,vihsd,0
Hay cố gắng nổ lực hơn để người ta thấy mình có thể chăm lo đc cho người đấy,0,vihsd,0
Đúng.là nước mắt cá sấu.. Các bạn bạn diệt tận nơi,1,vihsd,1
Vi la ng bac nen chuyen nay la binh thuong,0,vihsd,0
Chị ơi chị dễ thương quá,0,vihsd,0
Ra hà nội hành trình từ vinh đi hết phố yên lãng mà ko tìm nổi streaming house để chụp một bức ảnh mà không thấy,0,vihsd,0
Để abe đơm đã,0,vihsd,0
Một cái chết xứng đáng .,1,victsd,1
"['~ Dân 85 ngu cu triệu đen ngày càng bị 4, triệu 5 đảng viện hiếp ức']",2,gen-victsd,1
Đẹp quá thầy ơi,0,vihsd,0
Nhà còn gạo ăn hôn cô 3 ?,0,vihsd,0
"Nhuận Nhi t thì lạ hơn t thấy chỗ lạ t càng dễ ỉa hay sao á, đi đâu cũng có cuccut :))",0,victsd,0
Anh Trung trộm vé số,0,vihsd,0
"tội nghiệp con nhỏ, khùng lâu năm",2,vihsd,1
Lạy mấy ông :((( sáng sớm mới thức coi từ tối qua giờ còn ám ảnh đ'dám đi đánh răng luôn,0,vihsd,0
Ông lấy ảnh tôi đăng mà chả nói gì🙄,0,vihsd,0
1 câu chuyện khá là buồn,0,vihsd,0
tóc ko đẹp lắm nhưng sắc thái và váy quá đẹp,0,victsd,0
Khi chưa có sự chuẩn bị tốt thì không nên cho nhập cảnh,0,victsd,0
Võ Minh Hiếu rep ib bạn,0,vihsd,0
Tuan Tran Quoc có thể có chứ. Vn mad,0,vihsd,0
Nhật Minh funkym với chính anh độ làm lộ đchi mà =))),0,vihsd,0
Lưu Khánh Nhật vẫn phải đề phòng kh chủ quan 🙂,0,vihsd,0
2022về?!?!hài cốt có đc chưa chứ nói gì đến TD xuong thịt.,0,vihsd,0
Đợi đợi cl :)),1,vihsd,1
Cám ơn thầy ơi,0,vihsd,0
"chỉ sợ bây giờ trẻ em có nhiều sự lựa chọn lại không đón nhận bộ truyện này, nếu chỉ có tác dụng sưu tầm cho các 8x-9x đời đầu thì thật đáng tiếc :(",0,victsd,0
"Sau đó thấy mọi người nhắc Trần Dần quá trời, lên mạng tìm hiểu mới biết",0,vihsd,0
hixx,0,victsd,0
Đình Quang ụa đâu có giải gì bên vn đau ta,0,vihsd,0
Nay toyy sẽ dắt ông già mình về quê chơi các bạn ạ Tùng said,0,vihsd,0
"Chu Gia Bảo chưa đi làm à??? Nghỉ phép thì Việt Nam mình cũng có, 1 năm tuỳ công ty 14 hoặc 15 ngày nghỉ phép (annual leaves). Nghỉ như này vẫn được tính lương như thường.",0,vihsd,0
Bọn nó là Doanh Nghiệp nhà nước đó ....,0,vihsd,0
"Bá ý khẩu nghiệp nặng lắm nha,đầu thai ch hết khẩu nghiệp nx",2,vihsd,1
Tạm biệt :)),0,vihsd,0
Sao em kiếm trên acc Hà Nguyễn không có live của cô v mn ? Cô xoá live rồi hả ? Ai có cho e xin link vs,0,vihsd,0
"Hợp lý vl a ơi, ngta nói ước mơ ko đánh thuế, nhưng đéo đủ tiền đóng thuế thì mơ mơ cc",1,vihsd,1
T đọc mà t tức á,1,vihsd,1
"Cán Bộ, CA còn xuống cấp nghiêm trọng thảm hại.. Sao trách Dân đòi Dân phải ngoan, Thượng Bất chính Hạ ắt tắc loạn...",2,vihsd,1
Ok thay,0,vihsd,0
Em xin video với bác ơi.😂,0,vihsd,0
Nói gì thì nói người ta cũng giỏi đi =))) ông phân thích được như thế là ông giỏi đấy thế ông làm theo đi làm được thì giàu thì sướng ngồi phán xét người ta làm cái đ gì để người khác học mất đấy =)))),0,vihsd,0
['Mục tiêu của trình chương chỉ thì 1 mà cứ phải điểm thí chương cũ thành trình và mới chi khổ cho.'],1,gen-victsd,1
Nói ghê vậy. Đã có ai ăn chưa vào cmt cái,0,victsd,0
Chủ quán bánh mì team up cực mãn nhãn😁,0,vihsd,0
thu dan ba mo miệng  ra nghe thui như dong cuc,2,vihsd,1
"Ai đọc kỹ hơn không, 2km cầu mà 2.200 tỷ",0,victsd,0
Cám ơn anh Lân đạo diễn nhiều vở hài hay phết!😀,0,vihsd,0
Tôi thấy cái 200kg dth hơn là cái 65kg..,0,vihsd,0
Dơ quá,1,vihsd,1
"Nên lập chuỗi sửa chữa điện máy, điện lạnh Thợ điện xanh. Hiện thợ, tiệm bên ngoài nhiều mà không biết ai uy tín, sửa được không hay vẽ thêm bệnh.",0,victsd,0
Giải thưởng danh hài xuất sắc hả thầy,0,vihsd,0
"Những thằng nói đạo lí,thường sống như L^**",2,vihsd,1
Cc j zay :)),1,vihsd,1
Thầy ơi cấp em học bổng,0,vihsd,0
['Qua! khiep! ! Vo! van! hoa! !. Dien'],1,gen-vihsd,1
Góc quảng cáo,0,vihsd,0
Thôi anh im mẹ mồm đi.mặt như cc mà ý thức như bờ phẹc,2,vihsd,1
Biệt đội siêu ăn hại,0,vihsd,0
Nghe kể chuyện tí rồi làm tiếp a Thanh Le :))),0,vihsd,0
Đm cú vl,1,vihsd,1
có hậu hoàng kìa,0,vihsd,0
Thấy bảo view vượt cả Sơn Tùng nên mò vào xem.nhưng thấy chẳng hay gì cả,0,vihsd,0
Ông đấy đang ở Hà Nội ý =)),0,vihsd,0
"['Hậu lạc, nghèo đói, cươp trộm. .. đại rực thời rỡ cmn']",1,gen-vihsd,1
Like 👍👍👍👍👍,0,vihsd,0
['Tâm hết nhẫn chỗ nói.'],1,gen-victsd,1
Hoàng Lệ phát biểu ngu quá ! Xây dựng thì ko có thấy toàn kiểu chia rẻ ! Vớ vẩn,2,vihsd,1
Đưa về VN bằng máy bay riêng thì nó ở cái tầmmm :)))),0,vihsd,0
Mong Chúa sẽ giúp TT Donald Trump vượt qua bệnh và tái đắc cử,0,victsd,0
Ba dẻo vàng j den thui  vay vàng mien ak,0,vihsd,0
